Name,Table_Number,UnionSuperclassStrategy,UnionSubclassStrategy,JoinedSubclassStrategy,ForeignKeyEmbeddingStrategy,OwnAssociationTableStrategy,InsertTime,SelectTime,Average Time,SpaceConsumption,Pareto_Frontier
CSOS_Sol_2952,11,0,9,2,3,1,5775.0,594.0,3184.5,352.0,0
CSOS_Sol_1620,14,0,9,5,0,4,6929.0,672.0,3800.5,496.0,0
CSOS_Sol_2953,12,0,10,2,2,2,6637.0,610.0,3623.5,384.0,0
CSOS_Sol_2950,11,0,9,2,3,1,6355.0,643.0,3499.0,352.0,0
CSOS_Sol_1622,13,0,8,5,1,3,6556.0,616.0,3586.0,464.0,0
CSOS_Sol_2951,11,0,8,3,3,1,6380.0,618.0,3499.0,368.0,0
CSOS_Sol_1621,13,0,9,4,1,3,6745.0,620.0,3682.5,448.0,0
CSOS_Sol_1617,13,0,7,6,1,3,6993.0,643.0,3818.0,480.0,0
CSOS_Sol_2949,11,0,9,2,3,1,6225.0,625.0,3425.0,352.0,0
CSOS_Sol_1616,13,0,8,5,1,3,6547.0,607.0,3577.0,464.0,0
CSOS_Sol_2947,12,0,11,1,2,2,6633.0,613.0,3623.0,368.0,0
CSOS_Sol_1619,13,0,10,3,1,3,6485.0,628.0,3556.5,432.0,0
CSOS_Sol_1618,13,0,9,4,1,3,6510.0,602.0,3556.0,448.0,0
CSOS_Sol_2948,11,0,10,1,3,1,6013.0,625.0,3319.0,336.0,0
CSOS_Sol_2945,11,0,10,1,3,1,6390.0,623.0,3506.5,336.0,0
CSOS_Sol_1613,13,0,9,4,1,3,6511.0,616.0,3563.5,448.0,0
CSOS_Sol_2946,11,0,7,4,3,1,6068.0,624.0,3346.0,384.0,0
CSOS_Sol_1612,13,0,9,4,1,3,6340.0,585.0,3462.5,448.0,0
CSOS_Sol_2943,14,3,9,2,0,4,6756.0,659.0,3707.5,416.0,0
CSOS_Sol_1615,13,0,8,5,1,3,6541.0,613.0,3577.0,464.0,0
CSOS_Sol_2944,11,0,9,2,3,1,6272.0,641.0,3456.5,352.0,0
CSOS_Sol_1614,14,0,11,3,0,4,7158.0,665.0,3911.5,464.0,0
CSOS_Sol_1631,14,0,9,5,0,4,6643.0,618.0,3630.5,496.0,0
CSOS_Sol_2963,11,0,9,2,3,1,6359.0,664.0,3511.5,352.0,0
CSOS_Sol_1630,14,0,10,4,0,4,6948.0,615.0,3781.5,480.0,0
CSOS_Sol_2964,11,0,9,2,3,1,6515.0,623.0,3569.0,352.0,0
CSOS_Sol_1633,14,0,10,4,0,4,7004.0,637.0,3820.5,480.0,0
CSOS_Sol_2961,13,0,11,2,1,3,6608.0,614.0,3611.0,416.0,0
CSOS_Sol_1632,14,0,11,3,0,4,7320.0,732.0,4026.0,464.0,0
CSOS_Sol_2962,11,0,8,3,3,1,6299.0,640.0,3469.5,368.0,0
CSOS_Sol_2960,11,0,9,2,3,1,6272.0,614.0,3443.0,352.0,0
CSOS_Sol_1628,14,0,10,4,0,4,7075.0,623.0,3849.0,480.0,0
CSOS_Sol_1627,11,0,9,2,3,1,6380.0,694.0,3537.0,352.0,0
CSOS_Sol_2958,11,0,9,2,3,1,5967.0,627.0,3297.0,352.0,0
CSOS_Sol_1629,14,0,9,5,0,4,6793.0,640.0,3716.5,496.0,0
CSOS_Sol_2959,11,0,8,3,3,1,6020.0,614.0,3317.0,368.0,0
CSOS_Sol_2956,13,0,12,1,1,3,6210.0,554.0,3382.0,400.0,0
CSOS_Sol_1624,13,0,7,6,1,3,6586.0,623.0,3604.5,480.0,0
CSOS_Sol_2957,11,0,9,2,3,1,6315.0,677.0,3496.0,352.0,0
CSOS_Sol_1623,13,0,8,5,1,3,6469.0,604.0,3536.5,464.0,0
CSOS_Sol_2954,11,0,8,3,3,1,5786.0,609.0,3197.5,368.0,0
CSOS_Sol_1626,13,0,8,5,1,3,6742.0,611.0,3676.5,464.0,0
CSOS_Sol_2955,11,0,10,1,3,1,6342.0,632.0,3487.0,336.0,0
CSOS_Sol_1625,14,0,10,4,0,4,6927.0,645.0,3786.0,480.0,0
CSOS_Sol_1642,11,0,8,3,3,1,6295.0,631.0,3463.0,368.0,0
CSOS_Sol_2974,11,0,8,3,3,1,6228.0,629.0,3428.5,368.0,0
CSOS_Sol_1641,11,0,10,1,3,1,6206.0,623.0,3414.5,336.0,0
CSOS_Sol_2975,11,0,8,3,3,1,6378.0,632.0,3505.0,368.0,0
CSOS_Sol_1644,11,0,8,3,3,1,6193.0,605.0,3399.0,368.0,0
CSOS_Sol_2972,11,0,8,3,3,1,6497.0,667.0,3582.0,368.0,0
CSOS_Sol_1643,11,0,7,4,3,1,6323.0,621.0,3472.0,384.0,0
CSOS_Sol_2973,11,0,9,2,3,1,6564.0,645.0,3604.5,352.0,0
CSOS_Sol_2970,11,0,9,2,3,1,6394.0,629.0,3511.5,352.0,0
CSOS_Sol_2971,11,0,9,2,3,1,6303.0,631.0,3467.0,352.0,0
CSOS_Sol_1640,11,0,10,1,3,1,6236.0,605.0,3420.5,336.0,0
CSOS_Sol_1639,14,0,12,2,0,4,6783.0,660.0,3721.5,448.0,0
CSOS_Sol_1638,14,0,8,6,0,4,7142.0,626.0,3884.0,512.0,0
CSOS_Sol_2969,11,0,10,1,3,1,6256.0,599.0,3427.5,336.0,0
CSOS_Sol_1635,14,0,10,4,0,4,7118.0,634.0,3876.0,480.0,0
CSOS_Sol_2967,11,0,8,3,3,1,6790.0,648.0,3719.0,368.0,0
CSOS_Sol_2968,11,0,8,3,3,1,6534.0,638.0,3586.0,368.0,0
CSOS_Sol_1634,14,0,10,4,0,4,6940.0,613.0,3776.5,480.0,0
CSOS_Sol_1637,14,0,9,5,0,4,6984.0,619.0,3801.5,496.0,0
CSOS_Sol_2965,11,0,8,3,3,1,5999.0,620.0,3309.5,368.0,0
CSOS_Sol_1636,14,0,8,6,0,4,6846.0,593.0,3719.5,512.0,0
CSOS_Sol_2966,11,0,9,2,3,1,6423.0,627.0,3525.0,352.0,0
CSOS_Sol_1653,11,0,8,3,3,1,6464.0,613.0,3538.5,368.0,0
CSOS_Sol_2985,12,0,9,3,2,2,6247.0,604.0,3425.5,400.0,0
CSOS_Sol_1652,11,0,7,4,3,1,6074.0,619.0,3346.5,384.0,0
CSOS_Sol_2986,12,0,10,2,2,2,6473.0,640.0,3556.5,384.0,0
CSOS_Sol_1655,11,0,8,3,3,1,5834.0,600.0,3217.0,368.0,0
CSOS_Sol_2983,12,0,10,2,2,2,6386.0,634.0,3510.0,384.0,0
CSOS_Sol_1654,11,0,9,2,3,1,6105.0,598.0,3351.5,352.0,0
CSOS_Sol_2984,12,0,10,2,2,2,6406.0,633.0,3519.5,384.0,0
CSOS_Sol_2981,11,0,7,4,3,1,5323.0,562.0,2942.5,384.0,0
CSOS_Sol_2982,12,0,10,2,2,2,6229.0,638.0,3433.5,384.0,0
CSOS_Sol_1651,12,0,8,4,2,2,6596.0,663.0,3629.5,416.0,0
CSOS_Sol_2980,12,0,11,1,2,2,6148.0,595.0,3371.5,368.0,0
CSOS_Sol_1650,11,0,10,1,3,1,6338.0,622.0,3480.0,336.0,0
CSOS_Sol_1649,12,0,10,2,2,2,6237.0,622.0,3429.5,384.0,0
CSOS_Sol_2978,11,0,8,3,3,1,5815.0,614.0,3214.5,368.0,0
CSOS_Sol_1646,11,0,9,2,3,1,6183.0,654.0,3418.5,352.0,0
CSOS_Sol_2979,11,0,8,3,3,1,5897.0,605.0,3251.0,368.0,0
CSOS_Sol_1645,11,0,9,2,3,1,6409.0,638.0,3523.5,352.0,0
CSOS_Sol_1648,12,0,11,1,2,2,6314.0,625.0,3469.5,368.0,0
CSOS_Sol_2976,11,0,10,1,3,1,5736.0,619.0,3177.5,336.0,0
CSOS_Sol_1647,11,0,9,2,3,1,6446.0,632.0,3539.0,352.0,0
CSOS_Sol_2977,11,0,9,2,3,1,6051.0,653.0,3352.0,352.0,0
CSOS_Sol_2996,11,0,9,2,3,1,6277.0,627.0,3452.0,352.0,0
CSOS_Sol_1664,11,0,10,1,3,1,6433.0,648.0,3540.5,336.0,0
CSOS_Sol_2997,11,0,9,2,3,1,6125.0,601.0,3363.0,352.0,0
CSOS_Sol_1663,11,0,11,0,3,1,5980.0,625.0,3302.5,320.0,0
CSOS_Sol_2994,12,0,9,3,2,2,6237.0,611.0,3424.0,400.0,0
CSOS_Sol_1666,12,0,11,1,2,2,6459.0,632.0,3545.5,368.0,0
CSOS_Sol_2995,12,0,8,4,2,2,5890.0,549.0,3219.5,416.0,0
CSOS_Sol_1665,11,0,11,0,3,1,6385.0,641.0,3513.0,320.0,0
CSOS_Sol_2992,12,0,8,4,2,2,6423.0,635.0,3529.0,416.0,0
CSOS_Sol_1660,11,0,10,1,3,1,6140.0,611.0,3375.5,336.0,0
CSOS_Sol_2993,12,0,9,3,2,2,6499.0,678.0,3588.5,400.0,0
CSOS_Sol_2990,12,0,9,3,2,2,6676.0,842.0,3759.0,400.0,0
CSOS_Sol_1662,11,0,9,2,3,1,6177.0,631.0,3404.0,352.0,0
CSOS_Sol_2991,12,0,9,3,2,2,6239.0,592.0,3415.5,400.0,0
CSOS_Sol_1661,12,0,12,0,2,2,6293.0,669.0,3481.0,352.0,0
CSOS_Sol_1657,11,0,9,2,3,1,6274.0,614.0,3444.0,352.0,0
CSOS_Sol_2989,12,0,10,2,2,2,6079.0,639.0,3359.0,384.0,0
CSOS_Sol_1656,11,0,7,4,3,1,6397.0,615.0,3506.0,384.0,0
CSOS_Sol_2987,12,0,10,2,2,2,6018.0,625.0,3321.5,384.0,0
CSOS_Sol_1659,11,0,11,0,3,1,6438.0,629.0,3533.5,320.0,0
CSOS_Sol_2988,12,0,9,3,2,2,6260.0,626.0,3443.0,400.0,0
CSOS_Sol_1658,12,0,11,1,2,2,6813.0,617.0,3715.0,368.0,0
CSOS_Sol_1675,11,0,10,1,3,1,6224.0,619.0,3421.5,336.0,0
CSOS_Sol_1674,11,0,9,2,3,1,6155.0,687.0,3421.0,352.0,0
CSOS_Sol_1677,11,0,9,2,3,1,6381.0,635.0,3508.0,352.0,0
CSOS_Sol_1676,11,0,8,3,3,1,6040.0,614.0,3327.0,368.0,0
CSOS_Sol_1671,12,0,11,1,2,2,6628.0,641.0,3634.5,368.0,0
CSOS_Sol_1670,11,0,8,3,3,1,6503.0,628.0,3565.5,368.0,0
CSOS_Sol_1673,11,0,9,2,3,1,6077.0,622.0,3349.5,352.0,0
CSOS_Sol_1672,11,0,9,2,3,1,6481.0,626.0,3553.5,352.0,0
CSOS_Sol_1668,11,0,9,2,3,1,6052.0,666.0,3359.0,352.0,0
CSOS_Sol_1667,11,0,10,1,3,1,6027.0,634.0,3330.5,336.0,0
CSOS_Sol_2998,11,0,8,3,3,1,6365.0,615.0,3490.0,368.0,0
CSOS_Sol_1669,11,0,9,2,3,1,6136.0,593.0,3364.5,352.0,0
CSOS_Sol_2999,11,0,8,3,3,1,6309.0,631.0,3470.0,368.0,0
CSOS_Sol_1686,12,0,10,2,2,2,6574.0,639.0,3606.5,384.0,0
CSOS_Sol_1685,11,0,9,2,3,1,6073.0,628.0,3350.5,352.0,0
CSOS_Sol_1688,11,0,9,2,3,1,5955.0,618.0,3286.5,352.0,0
CSOS_Sol_1687,11,0,8,3,3,1,5880.0,607.0,3243.5,368.0,0
CSOS_Sol_1682,11,0,8,3,3,1,5716.0,597.0,3156.5,368.0,0
CSOS_Sol_1681,11,0,10,1,3,1,6168.0,641.0,3404.5,336.0,0
CSOS_Sol_1684,11,0,7,4,3,1,5883.0,609.0,3246.0,384.0,0
CSOS_Sol_1683,11,0,8,3,3,1,5715.0,593.0,3154.0,368.0,0
CSOS_Sol_1680,11,0,8,3,3,1,6230.0,618.0,3424.0,368.0,0
CSOS_Sol_1679,11,0,8,3,3,1,6472.0,643.0,3557.5,368.0,0
CSOS_Sol_1678,11,0,9,2,3,1,6241.0,605.0,3423.0,352.0,0
CSOS_Sol_1697,11,0,7,4,3,1,5747.0,592.0,3169.5,384.0,0
CSOS_Sol_1696,12,0,9,3,2,2,6220.0,601.0,3410.5,400.0,0
CSOS_Sol_1699,12,0,10,2,2,2,6392.0,634.0,3513.0,384.0,0
CSOS_Sol_1698,11,0,9,2,3,1,5885.0,641.0,3263.0,352.0,0
CSOS_Sol_1693,12,0,10,2,2,2,6173.0,646.0,3409.5,384.0,0
CSOS_Sol_1692,12,0,9,3,2,2,6364.0,630.0,3497.0,400.0,0
CSOS_Sol_1695,12,0,10,2,2,2,6446.0,625.0,3535.5,384.0,0
CSOS_Sol_1694,12,0,11,1,2,2,6398.0,622.0,3510.0,368.0,0
CSOS_Sol_1691,12,0,10,2,2,2,6178.0,603.0,3390.5,384.0,0
CSOS_Sol_1690,11,0,8,3,3,1,5961.0,655.0,3308.0,368.0,0
CSOS_Sol_1689,11,0,8,3,3,1,5862.0,610.0,3236.0,368.0,0
CSOS_Sol_389,11,0,6,5,3,1,6336.0,700.0,3518.0,400.0,0
CSOS_Sol_387,13,6,5,2,1,3,5787.0,522.0,3154.5,352.0,0
CSOS_Sol_388,13,0,8,5,1,3,6971.0,626.0,3798.5,464.0,0
CSOS_Sol_381,11,0,6,5,3,1,6170.0,635.0,3402.5,400.0,0
CSOS_Sol_382,11,4,4,3,3,1,6276.0,631.0,3453.5,320.0,0
CSOS_Sol_380,11,4,5,2,3,1,6595.0,644.0,3619.5,304.0,0
CSOS_Sol_385,10,0,8,2,4,0,6090.0,638.0,3364.0,320.0,0
CSOS_Sol_386,10,0,7,3,4,0,6045.0,777.0,3411.0,336.0,0
CSOS_Sol_383,14,4,9,1,0,4,5735.0,505.0,3120.0,384.0,0
CSOS_Sol_384,14,4,9,1,0,4,5834.0,519.0,3176.5,384.0,0
CSOS_Sol_378,13,4,8,1,1,3,5918.0,514.0,3216.0,352.0,0
CSOS_Sol_379,10,0,8,2,4,0,6153.0,684.0,3418.5,320.0,0
CSOS_Sol_376,10,0,7,3,4,0,6116.0,627.0,3371.5,336.0,0
CSOS_Sol_377,11,4,4,3,3,1,5922.0,633.0,3277.5,320.0,0
CSOS_Sol_370,11,0,8,3,3,1,5895.0,604.0,3249.5,368.0,0
CSOS_Sol_371,13,4,8,1,1,3,5783.0,513.0,3148.0,352.0,0
CSOS_Sol_374,12,0,8,4,2,2,6535.0,642.0,3588.5,416.0,0
CSOS_Sol_375,13,4,8,1,1,3,5497.0,515.0,3006.0,352.0,0
CSOS_Sol_372,12,0,8,4,2,2,6409.0,627.0,3518.0,416.0,0
CSOS_Sol_373,14,7,6,1,0,4,5732.0,502.0,3117.0,352.0,0
CSOS_Sol_2105,11,0,7,4,3,1,6190.0,620.0,3405.0,384.0,0
CSOS_Sol_2106,12,0,9,3,2,2,6508.0,649.0,3578.5,400.0,0
CSOS_Sol_398,12,0,8,4,2,2,6199.0,611.0,3405.0,416.0,0
CSOS_Sol_2103,12,0,8,4,2,2,6489.0,643.0,3566.0,416.0,0
CSOS_Sol_399,11,0,6,5,3,1,5983.0,616.0,3299.5,400.0,0
CSOS_Sol_2104,12,0,9,3,2,2,6428.0,628.0,3528.0,400.0,0
CSOS_Sol_2101,12,0,9,3,2,2,6486.0,616.0,3551.0,400.0,0
CSOS_Sol_2102,12,0,9,3,2,2,6480.0,633.0,3556.5,400.0,0
CSOS_Sol_2100,11,0,8,3,3,1,6171.0,604.0,3387.5,368.0,0
CSOS_Sol_392,13,7,5,1,1,3,5534.0,523.0,3028.5,320.0,0
CSOS_Sol_393,10,0,9,1,4,0,6182.0,626.0,3404.0,304.0,0
CSOS_Sol_390,11,4,6,1,3,1,5329.0,519.0,2924.0,288.0,0
CSOS_Sol_391,13,7,6,0,1,3,5537.0,519.0,3028.0,304.0,0
CSOS_Sol_396,13,7,6,0,1,3,5517.0,518.0,3017.5,304.0,0
CSOS_Sol_397,11,0,6,5,3,1,6338.0,642.0,3490.0,400.0,0
CSOS_Sol_394,12,6,6,0,2,2,5124.0,504.0,2814.0,288.0,0
CSOS_Sol_395,11,0,7,4,3,1,5910.0,624.0,3267.0,384.0,0
CSOS_Sol_2116,12,0,10,2,2,2,6637.0,612.0,3624.5,384.0,0
CSOS_Sol_2117,12,0,9,3,2,2,6612.0,626.0,3619.0,400.0,0
CSOS_Sol_2114,11,0,8,3,3,1,6256.0,606.0,3431.0,368.0,0
CSOS_Sol_2115,12,0,9,3,2,2,6550.0,622.0,3586.0,400.0,0
CSOS_Sol_2112,11,0,7,4,3,1,6209.0,670.0,3439.5,384.0,0
CSOS_Sol_2113,11,0,7,4,3,1,6311.0,618.0,3464.5,384.0,0
CSOS_Sol_2110,11,0,8,3,3,1,6381.0,674.0,3527.5,368.0,0
CSOS_Sol_2111,11,0,7,4,3,1,6336.0,658.0,3497.0,384.0,0
CSOS_Sol_2109,12,0,8,4,2,2,6350.0,632.0,3491.0,416.0,0
CSOS_Sol_2107,12,0,8,4,2,2,6620.0,618.0,3619.0,416.0,0
CSOS_Sol_2108,12,0,8,4,2,2,6373.0,605.0,3489.0,416.0,0
CSOS_Sol_2127,12,0,8,4,2,2,6732.0,633.0,3682.5,416.0,0
CSOS_Sol_2128,12,0,9,3,2,2,6240.0,610.0,3425.0,400.0,0
CSOS_Sol_2125,12,0,8,4,2,2,6661.0,635.0,3648.0,416.0,0
CSOS_Sol_2126,12,0,8,4,2,2,6714.0,626.0,3670.0,416.0,0
CSOS_Sol_2123,12,0,8,4,2,2,6932.0,629.0,3780.5,416.0,0
CSOS_Sol_2124,12,0,9,3,2,2,6698.0,637.0,3667.5,400.0,0
CSOS_Sol_2121,12,0,8,4,2,2,6833.0,627.0,3730.0,416.0,0
CSOS_Sol_2122,12,0,9,3,2,2,6539.0,613.0,3576.0,400.0,0
CSOS_Sol_2120,12,0,9,3,2,2,6610.0,628.0,3619.0,400.0,0
CSOS_Sol_2118,12,0,9,3,2,2,6431.0,679.0,3555.0,400.0,0
CSOS_Sol_2119,12,0,8,4,2,2,6935.0,624.0,3779.5,416.0,0
CSOS_Sol_2138,11,0,7,4,3,1,5991.0,620.0,3305.5,384.0,0
CSOS_Sol_2139,13,0,11,2,1,3,6923.0,630.0,3776.5,416.0,0
CSOS_Sol_2136,12,0,7,5,2,2,6416.0,615.0,3515.5,432.0,0
CSOS_Sol_2137,12,0,10,2,2,2,6366.0,627.0,3496.5,384.0,0
CSOS_Sol_2134,12,0,8,4,2,2,6312.0,608.0,3460.0,416.0,0
CSOS_Sol_2135,12,0,8,4,2,2,6216.0,620.0,3418.0,416.0,0
CSOS_Sol_2132,12,0,9,3,2,2,6471.0,620.0,3545.5,400.0,0
CSOS_Sol_2133,12,0,9,3,2,2,6281.0,613.0,3447.0,400.0,0
CSOS_Sol_2130,12,0,9,3,2,2,6226.0,632.0,3429.0,400.0,0
CSOS_Sol_2131,12,0,8,4,2,2,6187.0,642.0,3414.5,416.0,0
CSOS_Sol_2129,12,0,10,2,2,2,6360.0,617.0,3488.5,384.0,0
CSOS_Sol_2149,12,0,8,4,2,2,6089.0,645.0,3367.0,416.0,0
CSOS_Sol_2147,13,0,11,2,1,3,6672.0,618.0,3645.0,416.0,0
CSOS_Sol_2148,12,0,9,3,2,2,6308.0,618.0,3463.0,400.0,0
CSOS_Sol_2145,13,0,9,4,1,3,6573.0,616.0,3594.5,448.0,0
CSOS_Sol_2146,13,0,9,4,1,3,6930.0,642.0,3786.0,448.0,0
CSOS_Sol_2143,13,0,10,3,1,3,6425.0,608.0,3516.5,432.0,0
CSOS_Sol_2144,13,0,10,3,1,3,6611.0,630.0,3620.5,432.0,0
CSOS_Sol_2141,13,0,10,3,1,3,6876.0,619.0,3747.5,432.0,0
CSOS_Sol_2142,12,0,8,4,2,2,6074.0,630.0,3352.0,416.0,0
CSOS_Sol_2140,11,0,8,3,3,1,6442.0,632.0,3537.0,368.0,0
CSOS_Sol_2039,13,0,12,1,1,3,6856.0,618.0,3737.0,400.0,0
CSOS_Sol_422,13,7,5,1,1,3,5637.0,526.0,3081.5,320.0,0
CSOS_Sol_423,11,0,10,1,3,1,6562.0,634.0,3598.0,336.0,0
CSOS_Sol_420,10,0,8,2,4,0,5924.0,680.0,3302.0,320.0,0
CSOS_Sol_2037,13,0,13,0,1,3,6938.0,640.0,3789.0,384.0,0
CSOS_Sol_2038,13,0,12,1,1,3,6907.0,623.0,3765.0,400.0,0
CSOS_Sol_421,13,7,5,1,1,3,5454.0,523.0,2988.5,320.0,0
CSOS_Sol_426,12,0,8,4,2,2,6432.0,666.0,3549.0,416.0,0
CSOS_Sol_2035,12,0,9,3,2,2,6371.0,619.0,3495.0,400.0,0
CSOS_Sol_427,12,0,9,3,2,2,6435.0,609.0,3522.0,400.0,0
CSOS_Sol_2036,13,0,13,0,1,3,6927.0,631.0,3779.0,384.0,0
CSOS_Sol_424,11,0,9,2,3,1,6277.0,651.0,3464.0,352.0,0
CSOS_Sol_2033,12,0,11,1,2,2,6532.0,629.0,3580.5,368.0,0
CSOS_Sol_425,11,0,7,4,3,1,6414.0,629.0,3521.5,384.0,0
CSOS_Sol_2034,12,0,10,2,2,2,6528.0,641.0,3584.5,384.0,0
CSOS_Sol_2031,12,0,11,1,2,2,6687.0,612.0,3649.5,368.0,0
CSOS_Sol_2032,12,0,12,0,2,2,6835.0,646.0,3740.5,352.0,0
CSOS_Sol_2030,12,0,10,2,2,2,6469.0,626.0,3547.5,384.0,0
CSOS_Sol_419,11,0,6,5,3,1,6367.0,698.0,3532.5,400.0,0
CSOS_Sol_417,13,7,5,1,1,3,5575.0,519.0,3047.0,320.0,0
CSOS_Sol_418,11,0,8,3,3,1,6077.0,719.0,3398.0,368.0,0
CSOS_Sol_411,10,0,8,2,4,0,6104.0,635.0,3369.5,320.0,0
CSOS_Sol_412,11,0,8,3,3,1,6470.0,663.0,3566.5,368.0,0
CSOS_Sol_2048,13,0,10,3,1,3,6774.0,600.0,3687.0,432.0,0
CSOS_Sol_2049,13,0,11,2,1,3,6925.0,634.0,3779.5,416.0,0
CSOS_Sol_410,14,7,7,0,0,4,5858.0,521.0,3189.5,336.0,0
CSOS_Sol_415,11,4,5,2,3,1,5133.0,550.0,2841.5,304.0,0
CSOS_Sol_2046,13,0,11,2,1,3,6822.0,626.0,3724.0,416.0,0
CSOS_Sol_416,11,0,7,4,3,1,6325.0,601.0,3463.0,384.0,0
CSOS_Sol_2047,13,0,10,3,1,3,6882.0,659.0,3770.5,432.0,0
CSOS_Sol_413,13,7,5,1,1,3,5507.0,499.0,3003.0,320.0,0
CSOS_Sol_2044,13,0,12,1,1,3,6959.0,632.0,3795.5,400.0,0
CSOS_Sol_414,10,0,7,3,4,0,6094.0,661.0,3377.5,336.0,0
CSOS_Sol_2045,13,0,11,2,1,3,6706.0,666.0,3686.0,416.0,0
CSOS_Sol_2042,13,0,12,1,1,3,6914.0,634.0,3774.0,400.0,0
CSOS_Sol_2043,13,0,12,1,1,3,6909.0,624.0,3766.5,400.0,0
CSOS_Sol_2040,13,0,11,2,1,3,7147.0,621.0,3884.0,416.0,0
CSOS_Sol_2041,13,0,11,2,1,3,7009.0,623.0,3816.0,416.0,0
CSOS_Sol_408,13,7,6,0,1,3,5441.0,531.0,2986.0,304.0,0
CSOS_Sol_409,14,7,7,0,0,4,5799.0,515.0,3157.0,336.0,0
CSOS_Sol_406,13,7,6,0,1,3,5942.0,607.0,3274.5,304.0,0
CSOS_Sol_407,13,7,6,0,1,3,5598.0,521.0,3059.5,304.0,0
CSOS_Sol_444,11,0,8,3,3,1,6375.0,647.0,3511.0,368.0,0
CSOS_Sol_445,11,0,6,5,3,1,6107.0,621.0,3364.0,400.0,0
CSOS_Sol_2059,13,0,12,1,1,3,6627.0,632.0,3629.5,400.0,0
CSOS_Sol_442,10,0,7,3,4,0,5919.0,630.0,3274.5,336.0,0
CSOS_Sol_443,11,4,5,2,3,1,5076.0,522.0,2799.0,304.0,0
CSOS_Sol_448,11,0,9,2,3,1,6497.0,628.0,3562.5,352.0,0
CSOS_Sol_2057,13,0,12,1,1,3,6586.0,596.0,3591.0,400.0,0
CSOS_Sol_449,11,4,6,1,3,1,5475.0,1003.0,3239.0,288.0,0
CSOS_Sol_2058,13,0,11,2,1,3,6566.0,645.0,3605.5,416.0,0
CSOS_Sol_2055,14,0,13,1,0,4,7057.0,627.0,3842.0,432.0,0
CSOS_Sol_446,11,0,7,4,3,1,6206.0,673.0,3439.5,384.0,0
CSOS_Sol_2056,13,0,12,1,1,3,6581.0,645.0,3613.0,400.0,0
CSOS_Sol_447,12,4,6,2,2,2,5381.0,516.0,2948.5,336.0,0
CSOS_Sol_2053,11,0,9,2,3,1,6367.0,620.0,3493.5,352.0,0
CSOS_Sol_2054,11,0,9,2,3,1,6041.0,630.0,3335.5,352.0,0
CSOS_Sol_2051,13,0,13,0,1,3,6480.0,620.0,3550.0,384.0,0
CSOS_Sol_2052,13,0,13,0,1,3,6703.0,625.0,3664.0,384.0,0
CSOS_Sol_440,12,0,10,2,2,2,6616.0,626.0,3621.0,384.0,0
CSOS_Sol_2050,13,0,11,2,1,3,6965.0,637.0,3801.0,416.0,0
CSOS_Sol_441,11,0,8,3,3,1,5894.0,612.0,3253.0,368.0,0
CSOS_Sol_439,11,0,6,5,3,1,5727.0,597.0,3162.0,400.0,0
CSOS_Sol_433,12,0,9,3,2,2,6156.0,610.0,3383.0,400.0,0
CSOS_Sol_434,13,7,5,1,1,3,5391.0,503.0,2947.0,320.0,0
CSOS_Sol_431,11,0,8,3,3,1,5998.0,628.0,3313.0,368.0,0
CSOS_Sol_432,12,0,8,4,2,2,6307.0,620.0,3463.5,416.0,0
CSOS_Sol_437,14,7,6,1,0,4,5938.0,521.0,3229.5,352.0,0
CSOS_Sol_2068,14,0,13,1,0,4,6961.0,631.0,3796.0,432.0,0
CSOS_Sol_438,11,0,9,2,3,1,6089.0,635.0,3362.0,352.0,0
CSOS_Sol_2069,13,0,12,1,1,3,6530.0,670.0,3600.0,400.0,0
CSOS_Sol_2066,14,0,13,1,0,4,7020.0,691.0,3855.5,432.0,0
CSOS_Sol_435,12,6,4,2,2,2,5242.0,530.0,2886.0,320.0,0
CSOS_Sol_2067,14,0,14,0,0,4,6648.0,604.0,3626.0,416.0,0
CSOS_Sol_436,14,7,6,1,0,4,5854.0,559.0,3206.5,352.0,0
CSOS_Sol_2064,14,0,12,2,0,4,6973.0,620.0,3796.5,448.0,0
CSOS_Sol_2065,14,0,13,1,0,4,7089.0,619.0,3854.0,432.0,0
CSOS_Sol_2062,13,0,12,1,1,3,6464.0,591.0,3527.5,400.0,0
CSOS_Sol_2063,13,0,11,2,1,3,6526.0,616.0,3571.0,416.0,0
CSOS_Sol_2060,13,0,11,2,1,3,6282.0,651.0,3466.5,416.0,0
CSOS_Sol_2061,13,0,12,1,1,3,6560.0,596.0,3578.0,400.0,0
CSOS_Sol_430,12,0,8,4,2,2,6289.0,628.0,3458.5,416.0,0
CSOS_Sol_428,11,4,4,3,3,1,5235.0,518.0,2876.5,320.0,0
CSOS_Sol_429,12,0,8,4,2,2,6566.0,631.0,3598.5,416.0,0
CSOS_Sol_466,11,0,7,4,3,1,6348.0,637.0,3492.5,384.0,0
CSOS_Sol_467,13,4,7,2,1,3,5545.0,503.0,3024.0,368.0,0
CSOS_Sol_464,10,0,7,3,4,0,6023.0,623.0,3323.0,336.0,0
CSOS_Sol_465,11,3,6,2,3,1,5066.0,510.0,2788.0,320.0,0
CSOS_Sol_2079,14,0,11,3,0,4,6715.0,641.0,3678.0,464.0,0
CSOS_Sol_2077,14,0,12,2,0,4,6824.0,629.0,3726.5,448.0,0
CSOS_Sol_468,13,4,7,2,1,3,5426.0,524.0,2975.0,368.0,0
CSOS_Sol_2078,14,0,12,2,0,4,6617.0,667.0,3642.0,448.0,0
